R=40001, TT=StCr, NTX=25, TB=1748726347.88s, D=0.18s
R=45868, TT=StCr, NTX=25, TB=1748739681.14s, D=0.27s
R=45869, TT=StCr, NTX=25, TB=1748739683.25s, D=0.15s
R=45870, TT=StCr, NTX=25, TB=1748739685.45s, D=0.16s
R=45871, TT=StCr, NTX=25, TB=1748739687.83s, D=0.23s
R=45872, TT=StCr, NTX=25, TB=1748739690.13s, D=0.25s
R=45873, TT=StCr, NTX=25, TB=1748739692.37s, D=0.27s
R=45874, TT=StCr, NTX=25, TB=1748739694.70s, D=0.31s
R=45875, TT=StCr, NTX=25, TB=1748739696.94s, D=0.26s
R=45876, TT=StCr, NTX=25, TB=1748739699.20s, D=0.31s
R=45877, TT=StCr, NTX=25, TB=1748739701.41s, D=0.25s
R=45878, TT=StCr, NTX=25, TB=1748739703.53s, D=0.18s
R=45879, TT=StCr, NTX=25, TB=1748739705.87s, D=0.36s
R=45880, TT=StCr, NTX=25, TB=1748739708.04s, D=0.18s
R=45881, TT=StCr, NTX=25, TB=1748739710.44s, D=0.27s
R=45882, TT=StCr, NTX=25, TB=1748739712.71s, D=0.29s
R=45883, TT=StCr, NTX=25, TB=1748739714.93s, D=0.31s
R=45884, TT=StCr, NTX=25, TB=1748739717.17s, D=0.27s
R=45885, TT=StCr, NTX=25, TB=1748739719.59s, D=0.24s
R=45886, TT=StCr, NTX=25, TB=1748739721.90s, D=0.34s
R=45887, TT=StCr, NTX=25, TB=1748739724.15s, D=0.22s
R=45888, TT=StCr, NTX=25, TB=1748739726.75s, D=0.19s
R=45889, TT=StCr, NTX=25, TB=1748739729.20s, D=0.26s
R=45890, TT=StCr, NTX=25, TB=1748739731.52s, D=0.25s
R=45891, TT=StCr, NTX=25, TB=1748739733.78s, D=0.30s
R=45892, TT=StCr, NTX=25, TB=1748739735.94s, D=0.18s
R=45893, TT=StCr, NTX=25, TB=1748739738.21s, D=0.28s
R=45894, TT=StCr, NTX=25, TB=1748739740.28s, D=0.17s
R=45895, TT=StCr, NTX=25, TB=1748739742.73s, D=0.32s
R=45896, TT=StCr, NTX=25, TB=1748739744.97s, D=0.30s
R=45897, TT=StCr, NTX=25, TB=1748739746.99s, D=0.17s
R=45898, TT=StCr, NTX=25, TB=1748739749.50s, D=0.28s
R=45899, TT=StCr, NTX=25, TB=1748739751.73s, D=0.22s
R=45900, TT=StCr, NTX=25, TB=1748739754.06s, D=0.28s
R=45901, TT=StCr, NTX=25, TB=1748739756.33s, D=0.24s
R=45902, TT=StCr, NTX=25, TB=1748739758.59s, D=0.26s
R=45903, TT=StCr, NTX=25, TB=1748739760.87s, D=0.32s
R=45904, TT=StCr, NTX=25, TB=1748739763.10s, D=0.29s
R=45905, TT=StCr, NTX=25, TB=1748739765.10s, D=0.18s
R=45906, TT=StCr, NTX=25, TB=1748739767.66s, D=0.24s
R=45907, TT=StCr, NTX=25, TB=1748739769.88s, D=0.26s
R=45908, TT=StCr, NTX=25, TB=1748739772.18s, D=0.34s
R=45909, TT=StCr, NTX=25, TB=1748739774.25s, D=0.18s
R=45910, TT=StCr, NTX=25, TB=1748739776.67s, D=0.29s
R=45911, TT=StCr, NTX=25, TB=1748739779.27s, D=0.29s
R=45912, TT=StCr, NTX=25, TB=1748739781.48s, D=0.37s
R=45913, TT=StCr, NTX=25, TB=1748739784.17s, D=0.27s
R=45914, TT=StCr, NTX=25, TB=1748739786.21s, D=0.28s
R=45915, TT=StCr, NTX=25, TB=1748739788.73s, D=0.31s
R=45916, TT=StCr, NTX=25, TB=1748739791.04s, D=0.32s
R=45917, TT=StCr, NTX=25, TB=1748739793.16s, D=0.25s
R=45918, TT=StCr, NTX=25, TB=1748739795.47s, D=0.34s
R=45919, TT=StCr, NTX=25, TB=1748739797.68s, D=0.27s
R=45920, TT=StCr, NTX=25, TB=1748739799.96s, D=0.24s
R=45921, TT=StCr, NTX=25, TB=1748739802.46s, D=0.18s
R=45922, TT=StCr, NTX=25, TB=1748739804.78s, D=0.27s
R=45923, TT=StCr, NTX=25, TB=1748739806.98s, D=0.21s
R=45924, TT=StCr, NTX=25, TB=1748739809.28s, D=0.21s
R=45925, TT=StCr, NTX=25, TB=1748739811.59s, D=0.23s
R=45926, TT=StCr, NTX=25, TB=1748739813.88s, D=0.26s
R=45927, TT=StCr, NTX=25, TB=1748739816.10s, D=0.30s
R=45928, TT=StCr, NTX=25, TB=1748739818.33s, D=0.30s
R=45929, TT=StCr, NTX=25, TB=1748739820.57s, D=0.28s
R=45930, TT=StCr, NTX=25, TB=1748739822.79s, D=0.28s
R=45931, TT=StCr, NTX=25, TB=1748739824.76s, D=0.16s
R=45932, TT=StCr, NTX=25, TB=1748739826.70s, D=0.14s
R=45933, TT=StCr, NTX=25, TB=1748739829.45s, D=0.32s
R=45934, TT=StCr, NTX=25, TB=1748739831.58s, D=0.16s
R=45935, TT=StCr, NTX=25, TB=1748739833.93s, D=0.27s
R=45936, TT=StCr, NTX=25, TB=1748739836.14s, D=0.38s
R=45937, TT=StCr, NTX=25, TB=1748739838.53s, D=0.18s
R=45938, TT=StCr, NTX=25, TB=1748739841.04s, D=0.29s
R=45939, TT=StCr, NTX=25, TB=1748739843.23s, D=0.34s
R=45940, TT=StCr, NTX=25, TB=1748739845.76s, D=0.37s
R=45941, TT=StCr, NTX=25, TB=1748739848.28s, D=0.29s
R=45942, TT=StCr, NTX=25, TB=1748739850.43s, D=0.16s
R=45943, TT=StCr, NTX=25, TB=1748739852.81s, D=0.33s
R=45944, TT=StCr, NTX=25, TB=1748739855.01s, D=0.25s
R=45945, TT=StCr, NTX=25, TB=1748739857.30s, D=0.30s
R=45946, TT=StCr, NTX=25, TB=1748739859.51s, D=0.26s
R=45947, TT=StCr, NTX=25, TB=1748739861.83s, D=0.31s
R=45948, TT=StCr, NTX=25, TB=1748739864.04s, D=0.32s
R=45949, TT=StCr, NTX=25, TB=1748739866.27s, D=0.30s
R=45950, TT=StCr, NTX=25, TB=1748739868.51s, D=0.24s
R=45951, TT=StCr, NTX=25, TB=1748739870.86s, D=0.25s
R=45952, TT=StCr, NTX=25, TB=1748739873.10s, D=0.26s
R=45953, TT=StCr, NTX=25, TB=1748739875.36s, D=0.32s
R=45954, TT=StCr, NTX=25, TB=1748739877.66s, D=0.34s
R=45955, TT=StCr, NTX=25, TB=1748739879.98s, D=0.38s
R=45956, TT=StCr, NTX=25, TB=1748739882.26s, D=0.30s
R=45957, TT=StCr, NTX=25, TB=1748739884.47s, D=0.30s
R=45958, TT=StCr, NTX=25, TB=1748739886.71s, D=0.28s
R=45959, TT=StCr, NTX=25, TB=1748739889.02s, D=0.27s
R=45960, TT=StCr, NTX=25, TB=1748739891.12s, D=0.18s
R=45961, TT=StCr, NTX=25, TB=1748739893.48s, D=0.32s
R=45962, TT=StCr, NTX=25, TB=1748739895.73s, D=0.28s
R=45963, TT=StCr, NTX=25, TB=1748739897.98s, D=0.18s
R=45964, TT=StCr, NTX=25, TB=1748739900.26s, D=0.14s
R=45965, TT=StCr, NTX=25, TB=1748739902.91s, D=0.45s
R=45966, TT=StCr, NTX=25, TB=1748739905.39s, D=0.29s
R=45967, TT=StCr, NTX=25, TB=1748739907.82s, D=0.28s
R=45968, TT=StCr, NTX=25, TB=1748739910.05s, D=0.18s
R=45969, TT=StCr, NTX=25, TB=1748739912.31s, D=0.20s
R=45970, TT=StCr, NTX=25, TB=1748739914.59s, D=0.18s
R=45971, TT=StCr, NTX=25, TB=1748739916.86s, D=0.33s
R=45972, TT=StCr, NTX=25, TB=1748739919.15s, D=0.30s
R=45973, TT=StCr, NTX=25, TB=1748739921.37s, D=0.27s
R=45974, TT=StCr, NTX=25, TB=1748739923.63s, D=0.32s
R=45975, TT=StCr, NTX=25, TB=1748739925.91s, D=0.27s
R=45976, TT=StCr, NTX=25, TB=1748739928.11s, D=0.31s
R=45977, TT=StCr, NTX=25, TB=1748739930.36s, D=0.34s
R=45978, TT=StCr, NTX=25, TB=1748739932.68s, D=0.33s
R=45979, TT=StCr, NTX=25, TB=1748739934.89s, D=0.28s
R=45980, TT=StCr, NTX=25, TB=1748739937.16s, D=0.31s
R=45981, TT=StCr, NTX=25, TB=1748739939.41s, D=0.33s
R=45982, TT=StCr, NTX=25, TB=1748739941.56s, D=0.17s
R=45983, TT=StCr, NTX=25, TB=1748739943.84s, D=0.35s
R=45984, TT=StCr, NTX=25, TB=1748739946.10s, D=0.27s
R=45985, TT=StCr, NTX=25, TB=1748739948.50s, D=0.27s
R=45986, TT=StCr, NTX=25, TB=1748739950.77s, D=0.27s
R=45987, TT=StCr, NTX=25, TB=1748739953.07s, D=0.31s
R=45988, TT=StCr, NTX=25, TB=1748739955.20s, D=0.16s
R=45989, TT=StCr, NTX=25, TB=1748739957.53s, D=0.26s
R=45990, TT=StCr, NTX=25, TB=1748739959.81s, D=0.27s
R=45991, TT=StCr, NTX=25, TB=1748739962.08s, D=0.18s
R=45992, TT=StCr, NTX=25, TB=1748739964.74s, D=0.36s
R=45993, TT=StCr, NTX=25, TB=1748739966.99s, D=0.30s
R=45994, TT=StCr, NTX=25, TB=1748739969.01s, D=0.14s
R=45995, TT=StCr, NTX=25, TB=1748739971.71s, D=0.26s
R=45996, TT=StCr, NTX=25, TB=1748739973.96s, D=0.28s
R=45997, TT=StCr, NTX=25, TB=1748739976.26s, D=0.35s
R=45998, TT=StCr, NTX=25, TB=1748739978.41s, D=0.17s
R=45999, TT=StCr, NTX=25, TB=1748739980.66s, D=0.27s
R=46000, TT=StCr, NTX=25, TB=1748739982.88s, D=0.34s
R=46001, TT=StCr, NTX=25, TB=1748739985.17s, D=0.26s
R=46002, TT=StCr, NTX=25, TB=1748739987.39s, D=0.30s
R=46003, TT=StCr, NTX=25, TB=1748739989.68s, D=0.27s
R=46004, TT=StCr, NTX=25, TB=1748739991.99s, D=0.31s
R=46005, TT=StCr, NTX=25, TB=1748739994.27s, D=0.25s
R=46006, TT=StCr, NTX=25, TB=1748739996.46s, D=0.32s
R=46007, TT=StCr, NTX=25, TB=1748739998.73s, D=0.36s
R=46008, TT=StCr, NTX=25, TB=1748740000.91s, D=0.27s
R=46009, TT=StCr, NTX=25, TB=1748740003.25s, D=0.28s
R=46010, TT=StCr, NTX=25, TB=1748740005.51s, D=0.43s
R=46011, TT=StCr, NTX=25, TB=1748740007.87s, D=0.30s
R=46012, TT=StCr, NTX=25, TB=1748740010.01s, D=0.22s
R=46013, TT=StCr, NTX=25, TB=1748740012.43s, D=0.27s
R=46014, TT=StCr, NTX=25, TB=1748740014.62s, D=0.27s
R=46015, TT=StCr, NTX=25, TB=1748740016.90s, D=0.33s
R=46016, TT=StCr, NTX=25, TB=1748740019.08s, D=0.26s
R=46017, TT=StCr, NTX=25, TB=1748740021.57s, D=0.35s
R=46018, TT=StCr, NTX=25, TB=1748740024.04s, D=0.35s
R=46019, TT=StCr, NTX=25, TB=1748740026.26s, D=0.29s
R=46020, TT=StCr, NTX=25, TB=1748740028.69s, D=0.23s
R=46021, TT=StCr, NTX=25, TB=1748740030.94s, D=0.28s
R=46022, TT=StCr, NTX=25, TB=1748740033.27s, D=0.26s
R=46023, TT=StCr, NTX=25, TB=1748740035.44s, D=0.29s
R=46024, TT=StCr, NTX=25, TB=1748740037.70s, D=0.27s
R=46025, TT=StCr, NTX=25, TB=1748740039.93s, D=0.31s
R=46026, TT=StCr, NTX=25, TB=1748740042.07s, D=0.16s
R=46027, TT=StCr, NTX=25, TB=1748740044.44s, D=0.32s
R=46028, TT=StCr, NTX=25, TB=1748740046.71s, D=0.33s
R=46029, TT=StCr, NTX=25, TB=1748740048.87s, D=0.31s
R=46030, TT=StCr, NTX=25, TB=1748740051.30s, D=0.35s
R=46031, TT=StCr, NTX=25, TB=1748740053.54s, D=0.25s
R=46032, TT=StCr, NTX=25, TB=1748740055.54s, D=0.16s
R=46033, TT=StCr, NTX=25, TB=1748740057.95s, D=0.24s
R=46034, TT=StCr, NTX=25, TB=1748740060.24s, D=0.30s
R=46035, TT=StCr, NTX=25, TB=1748740062.34s, D=0.16s
R=46036, TT=StCr, NTX=25, TB=1748740064.76s, D=0.27s
R=46037, TT=StCr, NTX=25, TB=1748740066.90s, D=0.20s
R=46038, TT=StCr, NTX=25, TB=1748740069.30s, D=0.26s
R=46039, TT=StCr, NTX=25, TB=1748740071.51s, D=0.34s
R=46040, TT=StCr, NTX=25, TB=1748740073.74s, D=0.16s
R=46041, TT=StCr, NTX=25, TB=1748740076.22s, D=0.35s
R=46042, TT=StCr, NTX=25, TB=1748740078.55s, D=0.27s
R=46043, TT=StCr, NTX=25, TB=1748740080.77s, D=0.24s
R=46044, TT=StCr, NTX=25, TB=1748740083.18s, D=0.30s
R=46045, TT=StCr, NTX=25, TB=1748740085.82s, D=0.41s
R=46046, TT=StCr, NTX=25, TB=1748740088.08s, D=0.21s
R=46047, TT=StCr, NTX=25, TB=1748740090.33s, D=0.18s
R=46048, TT=StCr, NTX=25, TB=1748740092.62s, D=0.24s
R=46049, TT=StCr, NTX=25, TB=1748740094.87s, D=0.28s
R=46050, TT=StCr, NTX=25, TB=1748740096.96s, D=0.18s
R=46051, TT=StCr, NTX=25, TB=1748740099.34s, D=0.25s
R=46052, TT=StCr, NTX=25, TB=1748740101.65s, D=0.31s
R=46053, TT=StCr, NTX=25, TB=1748740103.84s, D=0.35s
R=46054, TT=StCr, NTX=25, TB=1748740105.95s, D=0.18s
R=46055, TT=StCr, NTX=25, TB=1748740108.28s, D=0.27s
R=46056, TT=StCr, NTX=25, TB=1748740110.50s, D=0.30s
R=46057, TT=StCr, NTX=25, TB=1748740112.76s, D=0.32s
R=46058, TT=StCr, NTX=25, TB=1748740114.94s, D=0.22s
R=46059, TT=StCr, NTX=25, TB=1748740117.25s, D=0.28s
R=46060, TT=StCr, NTX=25, TB=1748740119.49s, D=0.28s
R=46061, TT=StCr, NTX=25, TB=1748740121.76s, D=0.29s
R=46062, TT=StCr, NTX=25, TB=1748740123.97s, D=0.32s
R=46063, TT=StCr, NTX=25, TB=1748740126.16s, D=0.33s
R=46064, TT=StCr, NTX=25, TB=1748740128.52s, D=0.21s
R=46065, TT=StCr, NTX=25, TB=1748740130.67s, D=0.17s
R=46066, TT=StCr, NTX=25, TB=1748740132.94s, D=0.31s
R=46067, TT=StCr, NTX=25, TB=1748740135.12s, D=0.21s
R=46068, TT=StCr, NTX=25, TB=1748740137.45s, D=0.29s
R=46069, TT=StCr, NTX=25, TB=1748740139.61s, D=0.18s
R=46070, TT=StCr, NTX=25, TB=1748740142.03s, D=0.31s
R=46071, TT=StCr, NTX=25, TB=1748740144.60s, D=0.28s
R=46072, TT=StCr, NTX=25, TB=1748740146.75s, D=0.16s
R=46073, TT=StCr, NTX=25, TB=1748740149.25s, D=0.17s
R=46074, TT=StCr, NTX=25, TB=1748740151.45s, D=0.26s
R=46075, TT=StCr, NTX=25, TB=1748740153.67s, D=0.30s
R=46076, TT=StCr, NTX=25, TB=1748740155.82s, D=0.26s
R=46077, TT=StCr, NTX=25, TB=1748740158.14s, D=0.29s
R=46078, TT=StCr, NTX=25, TB=1748740160.38s, D=0.27s
R=46079, TT=StCr, NTX=25, TB=1748740162.62s, D=0.29s
R=46080, TT=StCr, NTX=25, TB=1748740164.87s, D=0.30s
R=46081, TT=StCr, NTX=25, TB=1748740167.05s, D=0.22s
R=46082, TT=StCr, NTX=25, TB=1748740169.32s, D=0.29s
R=46083, TT=StCr, NTX=25, TB=1748740171.68s, D=0.34s
R=46084, TT=StCr, NTX=25, TB=1748740173.84s, D=0.23s
R=46085, TT=StCr, NTX=25, TB=1748740175.98s, D=0.17s
R=46086, TT=StCr, NTX=25, TB=1748740178.28s, D=0.23s
R=46087, TT=StCr, NTX=25, TB=1748740180.56s, D=0.31s
R=46088, TT=StCr, NTX=25, TB=1748740182.79s, D=0.30s
R=46089, TT=StCr, NTX=25, TB=1748740185.14s, D=0.31s
R=46090, TT=StCr, NTX=25, TB=1748740187.20s, D=0.16s
R=46091, TT=StCr, NTX=25, TB=1748740189.63s, D=0.32s
R=46092, TT=StCr, NTX=25, TB=1748740191.97s, D=0.31s
R=46093, TT=StCr, NTX=25, TB=1748740194.16s, D=0.33s
R=46094, TT=StCr, NTX=25, TB=1748740196.34s, D=0.25s
R=46095, TT=StCr, NTX=25, TB=1748740198.45s, D=0.20s
R=46096, TT=StCr, NTX=25, TB=1748740200.85s, D=0.32s
R=46097, TT=StCr, NTX=25, TB=1748740203.06s, D=0.20s
R=46098, TT=StCr, NTX=25, TB=1748740205.90s, D=0.41s
R=46099, TT=StCr, NTX=25, TB=1748740208.23s, D=0.23s
R=46100, TT=StCr, NTX=25, TB=1748740210.35s, D=0.27s
R=46101, TT=StCr, NTX=25, TB=1748740212.63s, D=0.27s
R=46102, TT=StCr, NTX=25, TB=1748740214.68s, D=0.21s
R=46103, TT=StCr, NTX=25, TB=1748740218.09s, D=0.22s
R=46104, TT=StCr, NTX=25, TB=1748740220.37s, D=0.29s
R=46105, TT=StCr, NTX=25, TB=1748740222.53s, D=0.18s
R=46106, TT=StCr, NTX=25, TB=1748740224.72s, D=0.16s
R=46107, TT=StCr, NTX=25, TB=1748740227.05s, D=0.25s
R=46108, TT=StCr, NTX=25, TB=1748740229.32s, D=0.27s
R=46109, TT=StCr, NTX=25, TB=1748740231.62s, D=0.28s
R=46110, TT=StCr, NTX=25, TB=1748740233.88s, D=0.20s
R=46111, TT=StCr, NTX=25, TB=1748740236.05s, D=0.17s
R=46112, TT=StCr, NTX=25, TB=1748740238.21s, D=0.20s
R=46113, TT=StCr, NTX=25, TB=1748740240.62s, D=0.31s
R=46114, TT=StCr, NTX=25, TB=1748740242.88s, D=0.19s
R=46115, TT=StCr, NTX=25, TB=1748740245.02s, D=0.21s
R=46116, TT=StCr, NTX=25, TB=1748740247.29s, D=0.26s
R=46117, TT=StCr, NTX=25, TB=1748740249.49s, D=0.25s
R=46118, TT=StCr, NTX=25, TB=1748740251.72s, D=0.28s
R=46119, TT=StCr, NTX=25, TB=1748740254.10s, D=0.36s
R=46120, TT=StCr, NTX=25, TB=1748740256.40s, D=0.33s
R=46121, TT=StCr, NTX=25, TB=1748740258.80s, D=0.34s
R=46122, TT=StCr, NTX=25, TB=1748740260.97s, D=0.27s
R=46123, TT=StCr, NTX=25, TB=1748740263.28s, D=0.58s
R=46124, TT=StCr, NTX=25, TB=1748740266.18s, D=0.26s
R=46125, TT=StCr, NTX=25, TB=1748740268.80s, D=0.29s
R=46126, TT=StCr, NTX=25, TB=1748740271.04s, D=0.29s
R=46127, TT=StCr, NTX=25, TB=1748740273.21s, D=0.24s
R=46128, TT=StCr, NTX=25, TB=1748740275.51s, D=0.26s
R=46129, TT=StCr, NTX=25, TB=1748740277.82s, D=0.31s
R=46130, TT=StCr, NTX=25, TB=1748740280.05s, D=0.28s
R=46131, TT=StCr, NTX=25, TB=1748740282.34s, D=0.29s
R=46132, TT=StCr, NTX=25, TB=1748740284.54s, D=0.25s
R=46133, TT=StCr, NTX=25, TB=1748740286.77s, D=0.27s
R=46134, TT=StCr, NTX=25, TB=1748740289.03s, D=0.29s
R=46135, TT=StCr, NTX=25, TB=1748740291.36s, D=0.41s
R=46136, TT=StCr, NTX=25, TB=1748740293.87s, D=0.34s
R=46137, TT=StCr, NTX=25, TB=1748740296.04s, D=0.28s
R=46138, TT=StCr, NTX=25, TB=1748740298.26s, D=0.23s
R=46139, TT=StCr, NTX=25, TB=1748740300.51s, D=0.30s
R=46140, TT=StCr, NTX=25, TB=1748740302.87s, D=0.31s
R=46141, TT=StCr, NTX=25, TB=1748740305.13s, D=0.33s
R=46142, TT=StCr, NTX=25, TB=1748740307.31s, D=0.24s
R=46143, TT=StCr, NTX=25, TB=1748740309.49s, D=0.18s
R=46144, TT=StCr, NTX=25, TB=1748740311.85s, D=0.33s
R=46145, TT=StCr, NTX=25, TB=1748740313.87s, D=0.16s
R=46146, TT=StCr, NTX=25, TB=1748740316.41s, D=0.26s
R=46147, TT=StCr, NTX=25, TB=1748740318.81s, D=0.25s
R=46148, TT=StCr, NTX=25, TB=1748740320.98s, D=0.29s
R=46149, TT=StCr, NTX=25, TB=1748740323.34s, D=0.41s
R=46150, TT=StCr, NTX=25, TB=1748740325.66s, D=0.17s
R=46151, TT=StCr, NTX=25, TB=1748740328.26s, D=0.31s
R=46152, TT=StCr, NTX=25, TB=1748740330.54s, D=0.24s
R=46153, TT=StCr, NTX=25, TB=1748740332.67s, D=0.18s
R=46154, TT=StCr, NTX=25, TB=1748740334.99s, D=0.37s
R=46155, TT=StCr, NTX=25, TB=1748740337.21s, D=0.28s
R=46156, TT=StCr, NTX=25, TB=1748740339.42s, D=0.19s
R=46157, TT=StCr, NTX=25, TB=1748740341.74s, D=0.30s
R=46158, TT=StCr, NTX=25, TB=1748740343.94s, D=0.43s
R=46159, TT=StCr, NTX=25, TB=1748740346.26s, D=0.17s
R=46160, TT=StCr, NTX=25, TB=1748740348.56s, D=0.25s
R=46161, TT=StCr, NTX=25, TB=1748740350.90s, D=0.28s
R=46162, TT=StCr, NTX=25, TB=1748740353.06s, D=0.20s
R=46163, TT=StCr, NTX=25, TB=1748740355.47s, D=0.32s
R=46164, TT=StCr, NTX=25, TB=1748740357.72s, D=0.30s
R=46165, TT=StCr, NTX=25, TB=1748740359.97s, D=0.32s
R=46166, TT=StCr, NTX=25, TB=1748740362.24s, D=0.28s
R=46167, TT=StCr, NTX=25, TB=1748740365.02s, D=0.32s
R=46168, TT=StCr, NTX=25, TB=1748740367.26s, D=0.31s
R=46169, TT=StCr, NTX=25, TB=1748740369.54s, D=0.27s
R=46170, TT=StCr, NTX=25, TB=1748740371.83s, D=0.36s
R=46171, TT=StCr, NTX=25, TB=1748740374.00s, D=0.25s
R=46172, TT=StCr, NTX=25, TB=1748740376.21s, D=0.16s
R=46173, TT=StCr, NTX=25, TB=1748740378.68s, D=0.31s
R=46174, TT=StCr, NTX=25, TB=1748740380.88s, D=0.18s
R=46175, TT=StCr, NTX=25, TB=1748740383.26s, D=0.44s
R=46176, TT=StCr, NTX=25, TB=1748740385.58s, D=0.17s
R=46177, TT=StCr, NTX=25, TB=1748740388.41s, D=0.16s
R=46178, TT=StCr, NTX=25, TB=1748740390.88s, D=0.26s
R=46179, TT=StCr, NTX=25, TB=1748740393.14s, D=0.25s
R=46180, TT=StCr, NTX=25, TB=1748740395.48s, D=0.32s
R=46181, TT=StCr, NTX=25, TB=1748740397.80s, D=0.34s
R=46182, TT=StCr, NTX=25, TB=1748740399.80s, D=0.19s
R=46183, TT=StCr, NTX=25, TB=1748740402.25s, D=0.30s
R=46184, TT=StCr, NTX=25, TB=1748740404.58s, D=0.31s
R=46185, TT=StCr, NTX=25, TB=1748740406.85s, D=0.26s
R=46186, TT=StCr, NTX=25, TB=1748740408.99s, D=0.29s
R=46187, TT=StCr, NTX=25, TB=1748740411.41s, D=0.34s
R=46188, TT=StCr, NTX=25, TB=1748740413.58s, D=0.24s
R=46189, TT=StCr, NTX=25, TB=1748740415.91s, D=0.32s
R=46190, TT=StCr, NTX=25, TB=1748740418.18s, D=0.32s
R=46191, TT=StCr, NTX=25, TB=1748740420.36s, D=0.18s
R=46192, TT=StCr, NTX=25, TB=1748740422.76s, D=0.34s
R=46193, TT=StCr, NTX=25, TB=1748740425.00s, D=0.32s
R=46194, TT=StCr, NTX=25, TB=1748740427.18s, D=0.32s
R=46195, TT=StCr, NTX=25, TB=1748740429.39s, D=0.20s
R=46196, TT=StCr, NTX=25, TB=1748740431.78s, D=0.30s
R=46197, TT=StCr, NTX=25, TB=1748740434.01s, D=0.31s
R=46198, TT=StCr, NTX=25, TB=1748740436.33s, D=0.32s
R=46199, TT=StCr, NTX=25, TB=1748740438.68s, D=0.29s
R=46200, TT=StCr, NTX=25, TB=1748740440.98s, D=0.31s
R=46201, TT=StCr, NTX=25, TB=1748740443.27s, D=0.40s
R=46202, TT=StCr, NTX=25, TB=1748740445.93s, D=0.37s
R=46203, TT=StCr, NTX=25, TB=1748740448.33s, D=0.26s
R=46204, TT=StCr, NTX=25, TB=1748740450.89s, D=0.32s
R=46205, TT=StCr, NTX=25, TB=1748740453.07s, D=0.17s
R=46206, TT=StCr, NTX=25, TB=1748740455.43s, D=0.31s
R=46207, TT=StCr, NTX=25, TB=1748740457.67s, D=0.29s
R=46208, TT=StCr, NTX=25, TB=1748740460.08s, D=0.28s
R=46209, TT=StCr, NTX=25, TB=1748740462.29s, D=0.33s
R=46210, TT=StCr, NTX=25, TB=1748740464.53s, D=0.32s
R=46211, TT=StCr, NTX=25, TB=1748740466.82s, D=0.32s
R=46212, TT=StCr, NTX=25, TB=1748740469.02s, D=0.33s
R=46213, TT=StCr, NTX=25, TB=1748740471.35s, D=0.31s
R=46214, TT=StCr, NTX=25, TB=1748740473.54s, D=0.30s
R=46215, TT=StCr, NTX=25, TB=1748740475.76s, D=0.19s
R=46216, TT=StCr, NTX=25, TB=1748740477.94s, D=0.17s
R=46217, TT=StCr, NTX=25, TB=1748740480.43s, D=0.38s
R=46218, TT=StCr, NTX=25, TB=1748740482.67s, D=0.29s
R=46219, TT=StCr, NTX=25, TB=1748740484.90s, D=0.24s
R=46220, TT=StCr, NTX=25, TB=1748740487.14s, D=0.21s
R=46221, TT=StCr, NTX=25, TB=1748740489.44s, D=0.30s
R=46222, TT=StCr, NTX=25, TB=1748740491.56s, D=0.18s
R=46223, TT=StCr, NTX=25, TB=1748740493.99s, D=0.30s
R=46224, TT=StCr, NTX=25, TB=1748740496.17s, D=0.33s
R=46225, TT=StCr, NTX=25, TB=1748740498.50s, D=0.29s
R=46226, TT=StCr, NTX=25, TB=1748740500.76s, D=0.30s
R=46227, TT=StCr, NTX=25, TB=1748740502.97s, D=0.33s
R=46228, TT=StCr, NTX=25, TB=1748740505.53s, D=0.32s
R=46229, TT=StCr, NTX=25, TB=1748740507.84s, D=0.25s
R=46230, TT=StCr, NTX=25, TB=1748740510.48s, D=0.18s
R=46231, TT=StCr, NTX=25, TB=1748740512.89s, D=0.28s
R=46232, TT=StCr, NTX=25, TB=1748740515.18s, D=0.33s
R=46233, TT=StCr, NTX=25, TB=1748740517.47s, D=0.33s
R=46234, TT=StCr, NTX=25, TB=1748740519.68s, D=0.25s
R=46235, TT=StCr, NTX=25, TB=1748740521.90s, D=0.30s
R=46236, TT=StCr, NTX=25, TB=1748740524.17s, D=0.31s
R=46237, TT=StCr, NTX=25, TB=1748740526.43s, D=0.29s
R=46238, TT=StCr, NTX=25, TB=1748740528.60s, D=0.31s
R=46239, TT=StCr, NTX=25, TB=1748740530.93s, D=0.28s
R=46240, TT=StCr, NTX=25, TB=1748740533.30s, D=0.28s
R=46241, TT=StCr, NTX=25, TB=1748740535.57s, D=0.28s
R=46242, TT=StCr, NTX=25, TB=1748740537.76s, D=0.33s
R=46243, TT=StCr, NTX=25, TB=1748740539.78s, D=0.16s
R=46244, TT=StCr, NTX=25, TB=1748740542.01s, D=0.17s
R=46245, TT=StCr, NTX=25, TB=1748740544.39s, D=0.21s
R=46246, TT=StCr, NTX=25, TB=1748740546.77s, D=0.31s
R=46247, TT=StCr, NTX=25, TB=1748740548.98s, D=0.30s
R=46248, TT=StCr, NTX=25, TB=1748740551.27s, D=0.31s
R=46249, TT=StCr, NTX=25, TB=1748740553.65s, D=0.32s
R=46250, TT=StCr, NTX=25, TB=1748740555.87s, D=0.30s
R=46251, TT=StCr, NTX=25, TB=1748740558.23s, D=0.27s
R=46252, TT=StCr, NTX=25, TB=1748740560.51s, D=0.27s
R=46253, TT=StCr, NTX=25, TB=1748740562.81s, D=0.38s
R=46254, TT=StCr, NTX=25, TB=1748740565.26s, D=0.32s
